 id,text,label
sentinob_4829,আসলাম রান্না দেখতে আর দেখলাম অনেক বেশি খেতে । তবে মাংশ ৭ কেজি এর বেশি চাল ৩ কেজি এর বেশি আলু ২ কেজি = ১১ কেজি কিভাবে হলো বুঝিয়ে বলবেন,Negative
1746,আমাদের উগান্ডায় ও বিক্ষোভ দমনে গুলি করা হয় সেই খবর কেউ রাখে না,Negative
25927,মুক্তিযুদ্ধ মন্ত্রীকেই মুক্তিযোদ্ধা প্রমাণের চ্যালেঞ্জ মির্জা ফখরুলের,Negative
17015,"রিপাবলিকান পার্টি থেকে বলা হয়েছে , তালেবান সরকারকে স্বীকৃতি দেওয়ার যেকোনো উদ্যোগকে প্রকাশ্যে বিরোধিতা করা হবে । ",Negative
sentinob_12115,"যোগ্য পুলিশের কৃতিত্ব আর স্বপ্নের ভালোবাসা ",Positive
16948,"আড়ি পাতা যেমন ঠিক না , তেমনি এ নিয়ে মিডিয়া যেভাবে প্রচার করে , তা–ও ঠিক না । এসব বিষয়ে সবার সজাগ থাকা দরকার । আড়ি… ",Positive
23720,"স্কুল-কলেজ বন্ধ , শিক্ষার্থীদের খেলাধুলায় ভাটা https://t.co/qsBVaMsbj7",Negative
225,"১৯৭১ সালের যুদ্ধের পর শেখ মুজিব সকল রাজাকারদের সাধারন ক্ষমা করে দিয়েছিলেন । অথচ আওয়ামেলীগ কি করলো , স্বাধীনতার ৪০ পর এসে সেই রাজাকারদের বিচারেরর নামে হত্তাকান্ড শুরু করেছে । এটা কি অন্যায় নয় । আর যত দুষ তালেবানের ! ! ",Negative
13584,সংখ্যা টা আরো বেশি হবে,Neutral
18451,"ফু সং বলেন , যুক্তরাষ্ট্র যদি মনে করে চীনের দোষ আছে , তবে তথ্য দিয়ে সেটা প্রমাণ করতে হবে । আপনি তথ্য না দিয়ে কাউকে… ",Positive
4165,চুলকানির মলম লাগবে বিবিসির । গামারানি বিবিচি,Negative
sentinob_12168,এটাই আল্লাহ বিচার মানুষ জেই জিনিস নিয়ে আংহকার করে আল্লাহ তার বিচার করে এই ভাবেই,Neutral
12219,"নাইন ইলেভেলেন পর তারা কি করে ছিল ? ? ¿ ? ",Neutral
16224,আজ বুধবার সকালে উপজেলার হাজিরটেক গ্রামে এ দুর্ঘটনা ঘটে,Negative
sentinob_73,ভাইয়ার মন টা আসলে ক্রিস্টালের ন্যায় স্বচ্ছ,Positive
1060,Segupta Najnin তারা কি বলেছে ইসলামে নারী শিক্ষা নিষেধ,Negative
sentinob_8151,এই মুহ্তে সকল ভেদাভেদ ভুলে সকল ছাত্র জনতা একহয়ে এই সন্ত্রাসী লীগকে প্রতিহত করা সবার দায়িত্ব,Positive
sentinob_4479,কালাম বিরিয়ানি বেশি ভাল না নামেই জত সব,Negative
sentinob_4783,ওরা একটা চোর । লাস্ট ইয়ার আমার ছেলের জন্মদিন উপলক্ষে ৭০ পেকেট কাচ্চি আর ৭০ পিছ মুরগীর রোস্ট নিয়েছিলাম,Neutral
7132,"মিসরে সিসি , , তিউনিসিয়া য় কায়েস সাইদ , , , যখন অত্যাচার করে তখন জাতিসংঘের চেতনা দন্ড দাড়ায় না , , , , ? ",Negative
29513,"এডিটার'স মেইলবক্স: ট্রাম্প , বাইডেন আর ভারতীয় ভ্যাক্সিন নিয়ে প্রশ্ন ",Positive
9450,"Nadira Kh কাশ্মীরের পক্ষ নিয়ে ভারতে করার ও অধিকার রাখে । শুধু সময়ের অপেক্ষা । ",Neutral
